"CardID" "R" "F" "M"
"C0103106735" 446 1 299
"C0103108254" 401 18 613.83
"C0103108952" 744 1 59.95
"C0103109393" 427 4 301
"C0103111428" 408 5 387.97
"C0103111817" 425 4 223.97
"C0103111911" 535 4 222.97
"C0103112091" 533 3 300.49
"C0103112443" 434 1 13.99
"C0103112853" 451 3 452.99
"C0103113055" 416 2 248
"C0103113442" 390 2 308
"C0103113642" 411 1 109
"C0103114058" 388 2 598
"C0103114391" 455 4 606.99
"C0103114402" 436 2 348.99
"C0103114467" 438 3 328.98
"C0103115583" 403 28 1216.24
"C0103116249" 424 2 1088
"C0103116385" 406 3 327.99
"C0103117170" 582 2 268
"C0103117348" 428 2 438
"C0103117437" 592 1 139
"C0103117493" 505 2 258.99
"C0103118279" 435 1 5.49
"C0103118474" 449 6 597.92
"C0103119155" 407 24 644.24
"C0103120208" 414 4 223.98
"C0103120460" 691 1 69
"C0103130288" 530 5 207.97
"C0103130600" 392 3 357.99
"C0103130775" 528 4 249.93
"C0103130817" 461 3 478.98
"C0103131014" 406 4 321.99
"C0103131052" 399 3 832
"C0103131375" 412 3 587
"C0103131606" 391 2 573
"C0103131752" 456 3 997
"C0103132013" 389 22 1259.78
"C0103132106" 618 2 248.99
"C0103132315" 477 3 181.98
"C0103132925" 400 10 823.96
"C0103133055" 403 26 896.74
"C0103133163" 395 23 737.26
"C0103133434" 390 3 258.98
"C0103133531" 525 3 417.95
"C0103133900" 392 30 856.67
"C0103133989" 392 2 208.99
"C0103134145" 438 6 370.98
"C0103134288" 713 2 198
"C0103134336" 454 3 823.99
"C0103134368" 556 5 535.99
"C0103134458" 611 2 208
"C0103135069" 397 2 181.99
"C0103135156" 548 2 168
"C0103135249" 501 2 168.99
"C0103135834" 391 2 218
"C0103135840" 568 2 218.99
"C0103136827" 520 2 243
"C0103137072" 392 1 49.99
"C0103138024" 637 1 149
"C0103138385" 389 30 1123.12
"C0103138687" 461 2 268
"C0103138897" 498 5 412.98
"C0103139033" 417 1 179
"C0103139195" 453 3 64.98
"C0103139287" 731 1 9.99
"C0103139547" 412 3 477
"C0103140028" 495 2 388
"C0103140093" 573 2 288
"C0103140519" 408 4 290.98
"C0103140520" 455 27 865.28
"C0103140758" 425 3 193.98
"C0103140804" 388 4 151.93
"C0103140846" 579 3 453.99
"C0103141495" 403 3 420.49
"C0103141553" 403 2 358
"C0103142641" 409 30 724.24
"C0103142678" 402 5 699.98
"C0103143151" 494 4 1249.99
"C0103143199" 456 25 1134.74
"C0103143460" 398 28 792.68
"C0103144395" 408 23 950.26
"C0103144427" 416 17 374.34
"C0103144975" 551 2 448
"C0103145036" 510 5 392.93
"C0103147763" 445 3 487
"C0103148037" 426 1 249
"C0103149013" 502 2 388.99
"C0103149403" 407 2 418
"C0103149548" 401 3 322
"C0103150269" 577 15 507.87
"C0103150683" 390 30 1162.18
"C0103154880" 397 3 122.99
"C0103154895" 500 4 215.98
"C0103155392" 407 9 807.43
"C0103155485" 395 4 311.95
"C0103155684" 408 2 218
"C0103156201" 636 1 219
"C0103156380" 443 3 372.99
"C0103156579" 394 3 297.99
"C0103156766" 388 3 502
"C0103159758" 437 3 227
"C0103159834" 665 2 358
"C0103160109" 430 4 596.99
"C0103160186" 506 3 247.99
"C0103160337" 481 2 398
"C0103160430" 417 3 480.99
"C0103160565" 482 3 252.99
"C0103160865" 591 2 86.98
"C0103161251" 398 5 391.98
"C0103161378" 415 4 55.96
"C0103161465" 503 3 358.98
"C0103161536" 415 16 754.82
"C0103161648" 392 28 927.72
"C0103161661" 400 2 7.98
"C0103162518" 436 1 29.99
"C0103162964" 559 4 496.99
"C0103163322" 432 5 425.99
"C0103163378" 470 5 398.99
"C0103163498" 389 4 341
"C0103167515" 456 3 120.98
"C0103167731" 683 1 179
"C0103167849" 424 11 149.31
"C0103167995" 633 3 177.99
"C0103168025" 499 3 152.98
"C0103168073" 395 1 59
"C0103168165" 540 3 248.98
"C0103168176" 468 5 293.88
"C0103168350" 447 1 39.99
"C0103168561" 399 23 1052.82
"C0103168988" 667 1 99
"C0103169518" 607 1 49
"C0103169917" 392 22 803.74
"C0103170148" 602 2 32.98
"C0103170770" 393 20 720.33
"C0103170832" 391 9 842.45
"C0103170975" 634 1 89
"C0103171468" 562 3 237.95
"C0103178739" 602 3 347.99
"C0103178808" 437 3 472
"C0103178832" 590 9 497.44
"C0103179178" 406 16 512.33
"C0103179309" 393 3 208.94
"C0103180155" 418 4 202.98
"C0103180423" 402 5 460.99
"C0103181489" 496 5 486.94
"C0103181523" 415 2 1058
"C0103181801" 392 2 298
"C0103182426" 396 4 125.97
"C0103182615" 407 3 362.99
"C0103184808" 426 3 96.99
"C0103184911" 391 4 276
"C0103185048" 627 1 79.99
"C0103185152" 408 1 39.95
"C0103185392" 420 4 238.94
"C0103185476" 423 3 1057
"C0103185790" 578 18 572.83
"C0103186215" 390 2 308
"C0103186246" 706 1 119.99
"C0103186305" 545 2 628
"C0103187153" 531 3 298.98
"C0103187407" 509 8 903.98
"C0103187415" 476 4 300.48
"C0103187851" 395 24 719.78
"C0103192316" 702 1 69
"C0103193822" 442 6 784.96
"C0103194595" 613 3 131.44
"C0103194739" 403 3 524.98
"C0103195026" 658 2 238
"C0103195088" 511 4 228.89
"C0103195158" 670 1 149
"C0103195519" 398 2 308.99
"C0103195726" 408 2 173.99
"C0103201266" 420 3 507
"C0103201983" 428 2 108.99
"C0103202559" 482 3 1147.99
"C0103202806" 405 2 428
"C0103203281" 531 4 286.99
"C0103203435" 410 2 448
"C0103204280" 421 15 917.85
"C0103204692" 430 10 778.44
"C0103205288" 400 1 149.99
"C0103205489" 467 3 177.99
"C0103205946" 402 30 870.22
"C0103206188" 483 2 698
"C0103206223" 670 2 208
"C0103208311" 447 5 248.97
"C0103208483" 684 1 94
"C0103209450" 556 2 188.99
"C0103209627" 527 2 188
"C0103209990" 552 3 186.49
"C0103210024" 522 8 439.96
"C0103211536" 493 3 1112.99
"C0103211707" 435 2 498.99
"C0103212020" 430 4 509.98
"C0103212036" 441 3 337.99
"C0103212183" 419 3 378.98
"C0103213720" 401 2 268
"C0103215966" 430 2 498
"C0103216147" 485 4 288.93
"C0103216940" 439 4 687.98
"C0103216974" 661 1 189
"C0103217421" 495 4 717.98
"C0103217432" 391 3 121.48
"C0103217969" 413 3 487.99
"C0103218416" 460 5 435.95
"C0103218583" 428 1 109
"C0103218779" 391 25 656.29
"C0103218857" 391 24 762.3
"C0103230008" 667 1 149.99
"C0103230266" 403 2 168.95
"C0103230442" 490 5 238.96
"C0103230516" 413 1 94
"C0103230629" 435 4 291.99
"C0103230878" 469 2 538
"C0103230930" 558 3 442.99
"C0103231036" 531 2 298
"C0103231326" 391 5 207.92
"C0103231528" 503 3 263.94
"C0103231604" 720 1 159
"C0103231895" 453 2 298.99
"C0103232209" 471 2 498
"C0103232297" 425 4 96.92
"C0103232396" 435 3 642
"C0103232466" 422 3 457.99
"C0103232467" 536 2 223
"C0103232646" 441 4 866.99
"C0103232877" 532 4 386.95
"C0103233030" 403 3 196.98
"C0103233678" 492 3 156.97
"C0103233804" 406 5 443.94
"C0103234093" 603 1 249
"C0103234118" 455 2 598
"C0103234183" 742 1 199
"C0103235092" 522 2 653
"C0103235240" 413 1 279
"C0103235477" 388 3 1763.98
"C0103235502" 456 4 176.93
"C0103235675" 447 2 405.99
"C0103236026" 479 2 158
"C0103236084" 475 3 542.99
"C0103236109" 597 1 149
"C0103236719" 407 28 273.73
"C0103236836" 584 12 547.39
"C0103238053" 390 5 226.97
"C0103239875" 506 2 183.99
"C0103240585" 685 2 114.99
"C0103240733" 511 4 987.98
"C0103241129" 427 1 219
"C0103241392" 502 5 241.87
"C0103241786" 475 3 308.98
"C0103241841" 645 1 94
"C0103242574" 398 5 570.95
"C0103242780" 495 3 407
"C0103242948" 437 2 208
"C0103243287" 576 5 563.98
"C0103243646" 392 2 148
"C0103243931" 605 1 94
"C0103244093" 539 3 211.98
"C0103244355" 390 2 9.98
"C0103244699" 425 4 411.98
"C0103244771" 408 2 253
"C0103244836" 454 2 428
"C0103245108" 553 4 442.94
"C0103245209" 482 1 59
"C0103245473" 609 2 78.99
"C0103245547" 406 1 259
"C0103245671" 428 5 307.97
"C0103249865" 496 4 318.97
"C0103250282" 391 17 503.3
"C0103250469" 397 2 508
"C0103250570" 604 1 49.99
"C0103250997" 461 4 203.98
"C0103251041" 447 1 19.99
"C0103251386" 481 3 272.95
"C0103251414" 390 2 448
"C0103251422" 431 4 337.98
"C0103251585" 725 1 17.99
"C0103251601" 454 8 209.92
"C0103251847" 393 2 348
"C0103251936" 447 2 318.99
"C0103251975" 447 3 90.98
"C0103252028" 481 3 197.99
"C0103252248" 437 6 1155.47
"C0103252469" 424 1 299
"C0103252724" 468 2 318
"C0103252942" 408 29 965.7
"C0103253309" 451 3 182.95
"C0103258260" 435 18 835.82
"C0103259317" 422 30 747.74
"C0103259917" 392 4 293.98
"C0103259926" 423 4 401
"C0103260405" 750 1 199
"C0103260612" 641 3 348.98
"C0103260688" 589 3 397
"C0103260766" 391 1 34.99
"C0103261032" 454 4 1456.99
"C0103261826" 439 6 320.96
"C0103262014" 614 3 307
"C0103266530" 514 3 237.94
"C0103266924" 642 2 13.98
"C0103267456" 453 3 247.99
"C0103267585" 479 3 563.98
"C0103267700" 430 1 599
"C0103268038" 395 2 568
"C0103269790" 410 2 668.99
"C0103269834" 436 3 683.98
"C0103281002" 420 28 861.25
"C0103281526" 403 25 1199.26
"C0103281668" 388 29 1369.26
"C0103281796" 573 7 446.46
"C0103281893" 392 4 184.98
"C0103282164" 625 1 339
"C0103282339" 519 4 316
"C0103282497" 451 4 283.97
"C0103282559" 439 2 288.99
"C0103284106" 506 2 528
"C0103284422" 440 2 388
"C0103284990" 582 3 154.98
"C0103285401" 395 25 428.27
"C0103285723" 402 3 1647
"C0103286865" 492 2 398.95
"C0103287400" 636 1 79.99
"C0103287481" 413 3 529.99
"C0103287711" 399 17 786.35
"C0103287769" 388 29 827.74
"C0103287840" 398 20 641.81
"C0103288017" 641 5 458.47
"C0103288438" 488 4 496.99
"C0103288503" 494 4 273.97
"C0103288564" 438 2 488
"C0103288612" 716 1 129
"C0103288669" 453 5 706.94
"C0103288717" 495 3 154.99
"C0103288809" 491 5 145.42
"C0103289235" 400 2 288
"C0103289588" 453 3 627
"C0103290125" 486 6 236.96
"C0103290158" 419 2 808
"C0103290186" 636 1 159
"C0103290256" 528 3 267
"C0103291038" 426 28 3139.78
"C0103291086" 389 26 891.26
"C0103291532" 401 1 84
"C0103294869" 517 4 947.98
"C0103295595" 592 3 137.99
"C0103295887" 457 2 393.99
"C0103296072" 665 3 224.93
"C0103296334" 481 5 539.98
"C0103296399" 519 2 238
"C0103296692" 437 1 189
"C0103297215" 512 2 308.99
"C0103297328" 405 3 148.98
"C0103297941" 458 5 432.97
"C0103298988" 454 3 123.98
"C0103299252" 403 3 257.99
"C0103299531" 403 4 811.99
"C0103300059" 465 2 708
"C0103300306" 388 6 442.92
"C0103300820" 463 5 376.97
"C0103301182" 498 4 389.98
"C0103301323" 531 3 367.99
"C0103301903" 388 3 407.99
"C0103302253" 456 3 398.98
"C0103302861" 433 3 387.99
"C0103302933" 407 3 377
"C0103303035" 424 7 1043
"C0103303154" 550 2 238.99
"C0103306916" 467 2 338
"C0103310430" 439 1 99
"C0103310497" 395 6 237.42
"C0103310537" 416 4 159.98
"C0103311128" 506 2 238.99
"C0103311226" 393 15 431.38
"C0103314875" 575 1 450
"C0103315054" 441 2 438.95
"C0103315302" 582 1 79
"C0103315600" 427 4 218.97
"C0103315756" 414 4 432.98
"C0103315904" 391 18 1090.36
"C0103315975" 398 4 17.46
"C0103316170" 403 4 357.98
"C0103316406" 437 4 759.98
"C0103316682" 413 1 119
"C0103317014" 473 2 708
"C0103317038" 389 3 482.95
"C0103319200" 414 23 1307.77
"C0103319423" 391 28 1212.28
"C0103320200" 425 2 298.99
"C0103320830" 459 2 319.98
"C0103321173" 467 12 1173.94
"C0103321236" 399 8 891.95
"C0103321237" 577 25 481.69
"C0103321907" 451 2 173
"C0103322137" 548 5 378.96
"C0103322285" 401 1 59
"C0103323614" 454 8 645.88
"C0103323943" 394 3 1027
"C0103324193" 423 4 168.97
"C0103324986" 476 4 489.49
"C0103328346" 425 16 797.84
"C0103329279" 575 10 453.37
"C0103330207" 390 4 387.98
"C0103330412" 392 1 399
"C0103330809" 397 6 463.91
"C0103331071" 413 4 270.97
"C0103331352" 575 16 451.82
"C0103331374" 573 5 427.92
"C0103331725" 409 4 581.95
"C0103331757" 416 4 381.99
"C0103332279" 411 19 743.32
"C0103332398" 419 1 349
"C0103332930" 500 3 321.99
"C0103333318" 398 4 154.98
"C0103333400" 421 4 248.97
"C0103333735" 442 3 307
"C0103343608" 634 14 671.37
"C0103343919" 391 3 146.98
"C0103344027" 460 4 574.49
"C0103344132" 543 4 257.98
"C0103344273" 496 3 243.98
"C0103345215" 402 17 1090.85
"C0103345266" 388 15 865.36
"C0103345462" 491 2 518
"C0103345641" 487 4 170.97
"C0103345664" 527 4 185.98
"C0103346022" 465 2 328.99
"C0103346079" 431 5 326.97
"C0103346446" 493 18 1605.9
"C0103346510" 460 5 590.98
"C0103346586" 481 1 79
"C0103346956" 390 5 470.99
"C0103347787" 394 2 368
"C0103348146" 390 17 921.85
"C0103348402" 513 2 138.99
"C0103348853" 401 5 753.98
"C0103349170" 451 3 283.98
"C0103349812" 440 4 262.97
"C0103350058" 446 1 79
"C0103350194" 662 1 124
"C0103350342" 475 5 1070.99
"C0103350392" 584 18 561.35
"C0103350405" 426 27 920.23
"C0103350821" 456 2 208.99
"C0103350913" 747 1 139.99
"C0103350946" 604 3 78.98
"C0103350964" 483 4 428.93
"C0103351082" 424 4 158.46
"C0103351122" 446 3 477.99
"C0103351672" 456 4 66.97
"C0103351970" 408 5 212.46
"C0103352298" 532 3 295.49
"C0103352644" 407 1 69
"C0103353055" 466 4 401.95
"C0103353571" 423 4 220.48
"C0103353889" 388 3 114.98
"C0103353931" 552 3 527
"C0103354099" 410 4 272.94
"C0103354290" 511 2 518
"C0103354347" 513 4 528.89
"C0103354375" 589 10 445.42
"C0103354622" 388 3 367.99
"C0103354706" 402 27 696.27
"C0103355103" 394 1 119
"C0103355174" 473 4 329.48
"C0103355282" 398 3 362.99
"C0103355565" 536 6 1175.98
"C0103355837" 389 4 121.96
"C0103356287" 396 3 322.99
"C0103356524" 447 4 238.93
"C0103356565" 433 3 372.99
"C0103357328" 402 6 1009.92
"C0103357419" 627 1 149.99
"C0103357710" 399 4 173.96
"C0103357807" 443 4 227.97
"C0103357841" 611 1 99.99
"C0103357980" 522 2 378
"C0103358003" 520 3 347.99
"C0103361664" 720 1 119
"C0103361750" 418 1 34.95
"C0103361989" 521 6 215.96
"C0103362995" 526 3 829.99
"C0103363201" 675 1 299
"C0103363273" 397 3 165.49
"C0103363464" 394 27 846.75
"C0103363509" 427 19 567.79
"C0103363606" 400 2 138
"C0103364347" 478 3 61.93
"C0103364430" 504 4 511.47
"C0103364645" 408 26 607.22
"C0103370149" 411 28 356.74
"C0103370203" 393 4 531.95
"C0103370566" 427 6 300.38
"C0103370704" 572 29 619.2
"C0103371285" 565 2 118.99
"C0103371290" 526 4 128.98
"C0103371944" 420 3 152.99
"C0103372034" 440 6 777.98
"C0103372264" 500 4 611.99
"C0103372420" 452 4 456.99
"C0103372655" 469 2 198.95
"C0103373054" 468 5 233.96
"C0103373207" 389 2 1209
"C0103373239" 444 18 1560.86
"C0103373341" 580 16 487.87
"C0103373377" 393 15 687.88
"C0103373429" 397 3 622.99
"C0103373430" 394 3 647.99
"C0103377608" 462 2 288
"C0103377631" 562 3 327.99
"C0103377961" 486 4 361.95
"C0103378098" 397 2 338.99
"C0103379312" 433 3 777.99
"C0103379391" 464 5 197.97
"C0103379595" 599 2 208
"C0103379677" 537 5 189.97
"C0103379749" 445 2 368
"C0103379846" 484 3 657
"C0103379998" 396 8 924.84
"C0103390489" 417 4 709.49
"C0103392191" 406 4 476.99
"C0103392917" 397 5 290.92
"C0103393493" 573 2 138.99
"C0103393977" 451 5 407.97
"C0103394567" 686 1 269
"C0103394901" 521 3 617.99
"C0103394933" 579 1 299
"C0103395282" 446 4 329.93
"C0103396176" 426 5 371.94
"C0103396595" 580 23 647.3
"C0103397213" 409 3 3237
"C0103397806" 437 4 462.99
"C0103398127" 498 3 129.93
"C0103398249" 660 2 61.99
"C0103398313" 436 10 1165.98
"C0103398682" 484 3 323.98
"C0103398943" 404 1 49
"C0103398989" 481 4 210.97
"C0103399073" 409 4 486.99
"C0103399229" 411 4 1002.94
"C0103399398" 613 2 308.99
"C0103399508" 404 28 1093.27
"C0103400002" 397 4 211.92
"C0103400101" 471 5 352.93
"C0103400589" 515 2 388
"C0103401485" 418 3 377.99
"C0103402141" 489 1 59
"C0103402831" 481 1 24.95
"C0103403005" 441 5 460.99
"C0103403379" 598 3 153.97
"C0103403397" 473 14 1056.87
"C0103403450" 398 28 979.71
"C0103409459" 392 3 287
"C0103409496" 435 1 109
"C0103410811" 591 21 361.77
"C0103411291" 469 3 357.99
"C0103411365" 521 6 196.91
"C0103411731" 408 3 307.99
"C0103412065" 436 3 247.99
"C0103412344" 392 3 292.95
"C0103412609" 443 5 502.41
"C0103412867" 451 5 1463.98
"C0103413108" 399 30 644.72
"C0103413285" 507 4 371.94
"C0103413531" 406 6 145.95
"C0103413575" 694 1 119
"C0103418614" 393 4 172.98
"C0103418881" 388 1 299
"C0103418974" 582 9 631.89
"C0103419692" 469 5 575
"C0103419715" 580 1 249
"C0103419783" 632 3 182.99
"C0103420197" 441 8 1306.97
"C0103420530" 400 4 387.94
"C0103420785" 395 1 29
"C0103420902" 430 3 437.99
"C0103421128" 475 4 388.93
"C0103421216" 677 2 29.98
"C0103421721" 508 3 217.99
"C0103421729" 516 8 845.96
"C0103421907" 474 10 513.86
"C0103422291" 541 1 5.99
"C0103424332" 441 6 304.96
"C0103424494" 398 25 791.28
"C0103424587" 432 6 428.99
"C0103424872" 418 2 268
"C0103425157" 558 6 517.96
"C0103425211" 472 4 456.95
"C0103425503" 508 2 288
"C0103429260" 408 3 207.99
"C0103429542" 461 4 576.99
"C0103430580" 398 4 238.98
"C0103430981" 410 30 620.23
"C0103431023" 393 29 652.75
"C0103431657" 432 2 248
"C0103431948" 391 3 877
"C0103432355" 565 2 658
"C0103432453" 482 3 617.99
"C0103432529" 482 2 798
"C0103432688" 476 3 233.94
"C0103434554" 496 3 237.99
"C0103434774" 436 3 367.95
"C0103434778" 697 1 329
"C0103434829" 442 3 198.94
"C0103435259" 416 20 1003.34
"C0103435681" 595 1 9.99
"C0103435764" 410 3 477
"C0103435829" 390 2 373
"C0103435950" 400 2 438
"C0103435977" 552 3 427.99
"C0103436021" 711 1 49
"C0103436200" 576 1 349
"C0103436641" 584 3 104.97
"C0103437007" 665 2 238.99
"C0103438425" 403 23 1454.29
"C0103438758" 634 2 208.99
"C0103439214" 457 2 283
"C0103439702" 413 3 157.95
"C0103439831" 448 5 219.93
"C0103440046" 410 3 102.99
"C0103440115" 395 4 547.98
"C0103445898" 396 14 100.86
"C0103452477" 400 4 339.94
"C0103452508" 487 2 918
"C0103453036" 425 2 383
"C0103453118" 489 1 189
"C0103453902" 544 4 173.98
"C0103453976" 455 8 909.91
"C0103454433" 415 2 168.99
"C0103454602" 665 1 179
"C0103454758" 423 4 207.98
"C0103454800" 523 4 235.97
"C0103455435" 510 2 98.99
"C0103455636" 424 3 912.99
"C0103455820" 408 2 207.49
"C0103456003" 470 5 463.92
"C0103456918" 479 6 437.96
"C0103457232" 406 5 356.98
"C0103457309" 516 3 384.98
"C0103457440" 450 4 422.94
"C0103457704" 492 2 428
"C0103457797" 432 2 448
"C0103457875" 419 2 106.49
"C0103458023" 582 1 659
"C0103458560" 392 27 518.71
"C0103458642" 415 2 738
"C0103458922" 405 2 839
"C0103458942" 431 10 695.88
"C0103459086" 388 3 697.99
"C0103459103" 439 1 24.95
"C0103459317" 640 1 89
"C0103459583" 397 2 388
"C0103459668" 427 22 1761.82
"C0103460145" 417 8 576.88
"C0103460279" 410 1 239
"C0103460777" 503 3 197.99
"C0103460876" 532 3 197.99
"C0103461143" 413 26 1327.24
"C0103461662" 639 2 56.99
"C0103461946" 421 3 532
"C0103462367" 573 3 338.94
"C0103462382" 402 3 122.99
"C0103463050" 641 2 208
"C0103463847" 597 1 69
"C0103463959" 394 2 113.99
"C0103463986" 493 1 439
"C0103464329" 405 4 361.99
"C0103464472" 397 21 1041.75
"C0103464509" 399 3 276.98
"C0103464761" 457 2 313
"C0103464960" 482 3 182.95
"C0103465163" 475 4 144.93
"C0103465289" 545 5 245.97
"C0103465566" 543 4 138.97
"C0103465722" 415 2 418
"C0103466013" 572 1 69.99
"C0103466024" 392 4 397.98
"C0103466111" 455 4 471
"C0103466137" 478 4 523.98
"C0103466311" 632 1 119
"C0103466443" 488 4 262.98
"C0103466600" 406 27 1306.19
"C0103467143" 519 28 1048.21
"C0103469133" 460 5 347.97
"C0103469579" 408 4 352.98
"C0103469838" 500 3 212.99
"C0103470487" 521 4 294.98
"C0103471375" 508 3 534.99
"C0103471753" 424 24 456.3
"C0103471843" 496 4 281.99
"C0103471893" 593 2 88.99
"C0103472049" 573 1 129
"C0103472079" 642 1 199
"C0103475418" 511 4 270.89
"C0103475685" 397 7 1186.96
"C0103475821" 536 3 754.99
"C0103476011" 583 2 81.49
"C0103476048" 482 2 208
"C0103476330" 388 3 317.99
"C0103476422" 494 2 268
"C0103476567" 487 2 138
"C0103476622" 433 2 158
"C0103477705" 389 1 119.99
"C0103477757" 456 3 257
"C0103477758" 422 3 492
"C0103477834" 390 4 181.47
"C0103478044" 461 4 391.99
"C0103478059" 515 4 867.98
"C0103478510" 439 2 25.98
"C0103478811" 574 19 531.34
"C0103479198" 459 13 391.39
"C0103479435" 485 4 317.98
"C0103483481" 409 3 96.97
"C0103483583" 431 3 394.99
"C0103483705" 390 3 119.48
"C0103483732" 453 8 347.92
"C0103483792" 401 24 646.28
"C0103484052" 487 3 617
"C0103484126" 589 2 175.98
"C0103484282" 508 2 529
"C0103484520" 439 4 356.95
"C0103484975" 437 3 292.99
"C0103485141" 397 5 45.41
"C0103485237" 389 2 398
"C0103485830" 457 5 412.92
"C0103485950" 522 2 238
"C0103486184" 519 4 706
"C0103486254" 445 3 440.99
"C0103486284" 501 3 527.99
"C0103486314" 446 2 378
"C0103486537" 446 3 2047
"C0103498980" 396 20 1528.83
"C0103499036" 580 3 63.97
"C0103499496" 493 2 184.98
"C0103500011" 419 17 878.83
"C0103500115" 417 2 323.99
"C0103500299" 399 1 69
"C0103501058" 440 3 432.99
"C0103501060" 390 16 568.38
"C0103501190" 391 6 867.98
"C0103501278" 575 17 812.8
"C0103501502" 439 4 138.43
"C0103501588" 475 4 351.99
"C0103501732" 423 5 435.99
"C0103501964" 429 3 147.99
"C0103504090" 429 3 258.98
"C0103504434" 446 2 293
"C0103504589" 482 3 287
"C0103505286" 434 6 958.48
"C0103505374" 600 17 531.84
"C0103505697" 541 4 313.98
"C0103505779" 444 1 89
"C0103505953" 429 4 128.46
"C0103506521" 562 3 166.99
"C0103507185" 501 2 323
"C0103507226" 479 3 353.99
"C0103508033" 402 2 153.95
"C0103508086" 398 3 196.99
"C0103508637" 599 2 101.99
"C0103509115" 394 3 587
"C0103509507" 498 3 1187
"C0103509817" 453 4 163.97
"C0103510441" 545 4 319.99
"C0103510472" 581 3 752.99
"C0103510498" 414 21 777.31
"C0103510653" 481 3 437.99
"C0103511371" 428 6 404.96
"C0103511573" 645 1 239
"C0103511713" 430 2 238.95
"C0103511720" 431 3 199.98
"C0103511829" 437 4 277.98
"C0103512207" 516 3 277.99
"C0103512501" 439 2 12.98
"C0103517431" 579 1 34.95
"C0103517743" 413 3 228.9
"C0103518485" 732 1 34.95
"C0103518875" 431 5 288.96
"C0103519043" 395 4 538.98
"C0103519250" 445 12 401.92
"C0103519866" 418 1 69
"C0103520140" 585 1 119.99
"C0103520629" 455 4 436.95
"C0103520640" 413 2 448
"C0103520791" 455 4 288.97
"C0103521042" 473 3 242.99
"C0103521200" 451 2 74.94
"C0103521692" 418 4 104.96
"C0103521737" 585 2 64.9
"C0103522220" 413 4 1396
"C0103522569" 422 3 487
"C0103522838" 443 3 377.99
"C0103523398" 672 2 118
"C0103523671" 388 8 841.89
"C0103524037" 602 1 89
"C0103524088" 587 3 61.98
"C0103535379" 401 4 571.95
"C0103535637" 441 3 158.98
"C0103535757" 441 2 478
"C0103535958" 420 2 498
"C0103536095" 400 5 630.98
"C0103536663" 527 2 318
"C0103536752" 595 2 163.99
"C0103538354" 520 3 402.99
"C0103538594" 460 4 596.99
"C0103539296" 667 2 98.99
"C0103539376" 452 4 282.9
"C0103539751" 580 20 437.81
"C0103540271" 473 1 34.99
"C0103540766" 514 5 795.99
"C0103540996" 580 2 153.99
"C0103541086" 436 8 589.96
"C0103541497" 445 5 356.97
"C0103541826" 402 2 198.99
"C0103541943" 586 3 156.48
"C0103541985" 616 1 2.99
"C0103542753" 529 8 421.92
"C0103542799" 611 1 219
"C0103543274" 414 4 157.94
"C0103543367" 414 5 208.96
"C0103543439" 576 19 286.8
"C0103543760" 598 2 99.98
"C0103544348" 388 2 228
"C0103544363" 416 2 448
"C0103544572" 456 4 170.93
"C0103544724" 475 3 367.95
"C0103546018" 475 3 373.98
"C0103546034" 444 3 567
"C0103546420" 587 3 103.98
"C0103546668" 409 5 490.99
"C0103546755" 398 4 643.98
"C0103547098" 573 1 399
"C0103547148" 389 4 425.48
"C0103547698" 448 5 356.47
"C0103547793" 421 1 169
"C0103552288" 436 3 377.99
"C0103552502" 476 19 860.82
"C0103552537" 434 19 945.8
"C0103553727" 501 2 598
"C0103553882" 439 4 194.89
"C0103553919" 515 1 179
"C0103554515" 408 4 282.98
"C0103554765" 599 1 124
"C0103555049" 526 2 288
"C0103555215" 523 3 602.99
"C0103555235" 450 4 163.97
"C0103555297" 594 1 29.99
"C0103567489" 493 2 268
"C0103567704" 395 3 212.99
"C0103567944" 543 4 155.98
"C0103568141" 496 3 253.98
"C0103568159" 506 4 1032.94
"C0103568510" 416 3 148.94
"C0103568551" 574 1 59
"C0103568589" 563 2 458
"C0103568769" 422 4 126.47
"C0103568878" 437 4 163.93
"C0103569034" 533 3 193.99
"C0103569206" 425 4 331.97
"C0103569517" 388 22 1260.3
"C0103569889" 406 6 55.44
"C0103569939" 396 17 295.85
"C0103570039" 460 5 1370.99
"C0103570102" 466 2 358.99
"C0103570188" 412 5 160.91
"C0103570245" 408 5 412.89
"C0103570406" 391 24 786.29
"C0103570691" 392 2 618
"C0103570750" 479 5 367.93
"C0103570796" 662 2 153.95
"C0103571755" 395 3 157.99
"C0103571807" 421 3 472
"C0103571875" 534 2 498.99
"C0103571878" 388 5 631.94
"C0103571988" 562 2 102.98
"C0103572628" 535 1 349
"C0103572636" 494 5 446.94
"C0103572891" 458 2 468
"C0103572921" 433 4 351
"C0103573016" 441 2 268
"C0103573334" 482 4 637.94
"C0103574266" 494 2 164.99
"C0103574328" 608 6 619.96
"C0103574335" 397 30 1055.75
"C0103574648" 404 4 482.98
"C0103574871" 673 3 167.48
"C0103574934" 502 2 288
"C0103575199" 388 5 190.46
"C0103575208" 443 3 217.99
"C0103575290" 433 5 232.97
"C0103575577" 427 3 937
"C0103576348" 450 3 674.99
"C0103576545" 408 3 333.98
"C0103576630" 474 1 949
"C0103576730" 405 5 273.41
"C0103577371" 400 6 1055.98
"C0103577480" 425 3 100.49
"C0103577693" 636 1 349
"C0103577842" 438 4 342.98
"C0103578341" 408 26 2204.72
"C0103578451" 393 4 172.94
